epoch,mse
1,0.5941623449325562
2,0.5925620198249817
3,0.5907139182090759
4,0.5884215235710144
5,0.5854801535606384
6,0.5815999507904053
7,0.576438844203949
8,0.5695940256118774
9,0.5605970025062561
10,0.5489414930343628
11,0.5341052412986755
12,0.5158296823501587
13,0.4940883219242096
14,0.46936726570129395
15,0.44271624088287354
16,0.41569921374320984
17,0.3898405432701111
18,0.36641213297843933
19,0.3461727499961853
20,0.32924118638038635
21,0.3151317536830902
22,0.3033931255340576
23,0.29347050189971924
24,0.28488898277282715
25,0.27736231684684753
26,0.27066490054130554
27,0.26456618309020996
28,0.2589894235134125
29,0.25384241342544556
30,0.24907025694847107
31,0.24459464848041534
32,0.24039579927921295
33,0.2364584356546402
34,0.23271843791007996
35,0.22917430102825165
36,0.22580043971538544
37,0.22258543968200684
38,0.21950973570346832
39,0.21657750010490417
40,0.21376904845237732
41,0.21107429265975952
42,0.20849068462848663
43,0.2060050070285797
44,0.2036123275756836
45,0.2013060599565506
46,0.19907556474208832
47,0.19692617654800415
48,0.19485633075237274
49,0.19284403324127197
50,0.19090749323368073
51,0.18902963399887085
52,0.1872127652168274
53,0.18544882535934448
54,0.18374355137348175
55,0.18208394944667816
56,0.18047621846199036
57,0.1789151132106781
58,0.17739635705947876
59,0.175920769572258
60,0.17447730898857117
61,0.17307817935943604
62,0.17172500491142273
63,0.17039744555950165
64,0.16910775005817413
65,0.16784796118736267
66,0.16661955416202545
67,0.1654191017150879
68,0.16424903273582458
69,0.16310706734657288
70,0.16199204325675964
71,0.16089986264705658
72,0.15983733534812927
73,0.15879569947719574
74,0.15777796506881714
75,0.15678678452968597
76,0.15581074357032776
77,0.15485717356204987
78,0.15392380952835083
79,0.15300333499908447
80,0.15211157500743866
81,0.15123210847377777
82,0.15037085115909576
83,0.1495303511619568
84,0.1486983299255371
85,0.147883802652359
86,0.14708688855171204
87,0.1463051289319992
88,0.14553697407245636
89,0.14478079974651337
90,0.1440386176109314
91,0.14331063628196716
92,0.14259770512580872
93,0.14189353585243225
94,0.141199991106987
95,0.14052143692970276
96,0.13985075056552887
97,0.13919776678085327
98,0.13854911923408508
99,0.13791261613368988
100,0.13728420436382294
101,0.13666705787181854
102,0.1360594630241394
103,0.13545866310596466
104,0.13487207889556885
105,0.13429059088230133
106,0.1337164044380188
107,0.13315285742282867
108,0.13259731233119965
109,0.13204757869243622
110,0.13150766491889954
111,0.13097649812698364
112,0.13045625388622284
113,0.12994152307510376
114,0.12943165004253387
115,0.12892544269561768
116,0.1284308135509491
117,0.12794068455696106
118,0.12745685875415802
119,0.12698575854301453
120,0.12651361525058746
121,0.12605038285255432
122,0.12559263408184052
123,0.12513993680477142
124,0.12469514459371567
125,0.12425009906291962
126,0.1238124892115593
127,0.1233827993273735
128,0.122957743704319
129,0.12253948301076889
130,0.1221255213022232
131,0.12171823531389236
132,0.121316097676754
133,0.12091419845819473
134,0.12051845341920853
135,0.12012603133916855
136,0.11973371356725693
137,0.11935320496559143
138,0.11897536367177963
139,0.11860141158103943
140,0.11822904646396637
141,0.11786415427923203
142,0.11750172823667526
143,0.1171400249004364
144,0.11678740382194519
145,0.11643745005130768
146,0.11609181016683578
147,0.11574903875589371
148,0.11541087180376053
149,0.11507094651460648
150,0.11473733931779861
151,0.1144072487950325
152,0.11408112198114395
153,0.11375929415225983
154,0.11344203352928162
155,0.11312703788280487
156,0.11281430721282959
157,0.11250128597021103
158,0.11218985915184021
159,0.11188849061727524
160,0.11158621311187744
161,0.11128806322813034
162,0.11099110543727875
163,0.11069431155920029
164,0.11040492355823517
165,0.11011546105146408
166,0.10982861369848251
167,0.10954849421977997
168,0.10926537215709686
169,0.10898952931165695
170,0.10871567577123642
171,0.10843829810619354
172,0.10816913098096848
173,0.1078995019197464
174,0.10763184726238251
175,0.10736722499132156
176,0.10710639506578445
177,0.10684814304113388
178,0.10658874362707138
179,0.10633427649736404
180,0.10607914626598358
181,0.10582749545574188
182,0.10557606816291809
183,0.105326347053051
184,0.10507936030626297
185,0.10483396798372269
186,0.10458959639072418
187,0.10434690117835999
188,0.10410761833190918
189,0.1038711667060852
190,0.10363681614398956
191,0.10340338200330734
192,0.10317309945821762
193,0.10294254124164581
194,0.10271220654249191
195,0.10248474776744843
196,0.10225996375083923
197,0.10203499346971512
198,0.10181319713592529
199,0.10159050673246384
200,0.10137004405260086
201,0.10115153342485428
202,0.1009339839220047
203,0.10071830451488495
204,0.10050439089536667
205,0.10029067099094391
206,0.1000821441411972
207,0.0998726561665535
