epoch,mse
1,0.5942006707191467
2,0.5918250679969788
3,0.5891363024711609
4,0.585864245891571
5,0.5816994309425354
6,0.5762923359870911
7,0.5692143440246582
8,0.5599737763404846
9,0.5480636358261108
10,0.5330507755279541
11,0.5145989060401917
12,0.4926970601081848
13,0.4679719805717468
14,0.44136321544647217
15,0.4144727885723114
16,0.3888007700443268
17,0.3655663728713989
18,0.3454630672931671
19,0.32863256335258484
20,0.3146149218082428
21,0.30295631289482117
22,0.293087363243103
23,0.28457629680633545
24,0.27707576751708984
25,0.27037474513053894
26,0.2643115520477295
27,0.2587534487247467
28,0.25361213088035583
29,0.24883757531642914
30,0.24437394738197327
31,0.2401639223098755
32,0.23617921769618988
33,0.23241619765758514
34,0.22884123027324677
35,0.22544635832309723
36,0.22220715880393982
37,0.2191181182861328
38,0.2161487191915512
39,0.21330378949642181
40,0.21058033406734467
41,0.20795324444770813
42,0.205431267619133
43,0.2030058056116104
44,0.2006586641073227
45,0.1984006017446518
46,0.19621631503105164
47,0.1941111832857132
48,0.19206637144088745
49,0.19008922576904297
50,0.18817806243896484
51,0.18632517755031586
52,0.18453234434127808
53,0.18279023468494415
54,0.18110506236553192
55,0.17946839332580566
56,0.17786991596221924
57,0.17631946504116058
58,0.17481736838817596
59,0.1733551323413849
60,0.17193178832530975
61,0.17054793238639832
62,0.16919982433319092
63,0.16788478195667267
64,0.16660726070404053
65,0.16535790264606476
66,0.16414207220077515
67,0.16295213997364044
68,0.1617913544178009
69,0.1606559455394745
70,0.15955200791358948
71,0.1584724485874176
72,0.15741533041000366
73,0.15638244152069092
74,0.1553753763437271
75,0.1543855518102646
76,0.15341709554195404
77,0.1524694561958313
78,0.1515381634235382
79,0.15063101053237915
80,0.1497400850057602
81,0.14886607229709625
82,0.14800643920898438
83,0.14716485142707825
84,0.14634445309638977
85,0.14553435146808624
86,0.14474327862262726
87,0.14396435022354126
88,0.1431998759508133
89,0.14244772493839264
90,0.14171403646469116
91,0.14098963141441345
92,0.14028184115886688
93,0.13958294689655304
94,0.13889816403388977
95,0.1382237821817398
96,0.1375604271888733
97,0.1369093656539917
98,0.13626880943775177
99,0.13563989102840424
100,0.13501808047294617
101,0.13441134989261627
102,0.13381224870681763
103,0.13322016596794128
104,0.13263942301273346
105,0.13206559419631958
106,0.131500706076622
107,0.13094452023506165
108,0.13039562106132507
109,0.12985709309577942
110,0.12932367622852325
111,0.1287999451160431
112,0.12828446924686432
113,0.12777827680110931
114,0.12727467715740204
115,0.12678244709968567
116,0.1262938231229782
117,0.12581102550029755
118,0.12533625960350037
119,0.12486922740936279
120,0.1244102269411087
121,0.12395461648702621
122,0.12350614368915558
123,0.1230616346001625
124,0.12262481451034546
125,0.12219450622797012
126,0.12177091091871262
127,0.121348537504673
128,0.12093137949705124
129,0.12051932513713837
130,0.12011302262544632
131,0.11971087008714676
132,0.11931334435939789
133,0.118922159075737
134,0.11853504180908203
135,0.11815451085567474
136,0.11778045445680618
137,0.11740295588970184
138,0.11703457683324814
139,0.11667169630527496
140,0.11631167680025101
141,0.11595484614372253
142,0.11560357362031937
143,0.11525549739599228
144,0.11490868031978607
145,0.1145663931965828
146,0.1142260879278183
147,0.11389149725437164
148,0.11356011033058167
149,0.1132327988743782
150,0.11290465295314789
151,0.11258304119110107
152,0.11226433515548706
153,0.11194935441017151
154,0.11163730919361115
155,0.11133003979921341
156,0.11102396994829178
157,0.1107206642627716
158,0.11042005568742752
159,0.11012396216392517
160,0.10982750356197357
161,0.10953591763973236
162,0.10924612730741501
163,0.10896071046590805
164,0.10867571830749512
165,0.10839322954416275
166,0.10811404138803482
167,0.10783805698156357
168,0.10756170004606247
169,0.10728713124990463
170,0.10701797902584076
171,0.10675163567066193
172,0.1064862385392189
173,0.10622090101242065
174,0.10595957189798355
175,0.10570058226585388
176,0.10544471442699432
177,0.10518847405910492
178,0.10493860393762589
179,0.10468977689743042
180,0.10443808138370514
181,0.10418868809938431
182,0.10394274443387985
183,0.10369649529457092
184,0.10345475375652313
185,0.10321588814258575
186,0.10297689586877823
187,0.1027398481965065
188,0.10250567644834518
189,0.10227092355489731
190,0.10204028338193893
191,0.10180646926164627
192,0.10157781094312668
193,0.10135161876678467
194,0.1011236310005188
195,0.10090070962905884
196,0.10067863017320633
197,0.10045398026704788
198,0.10023404657840729
199,0.10001213848590851
200,0.09979646652936935
