epoch,mse
1,0.5943964123725891
2,0.5931784510612488
3,0.5917590856552124
4,0.5899906754493713
5,0.5876956582069397
6,0.5846490263938904
7,0.5805535316467285
8,0.5750780701637268
9,0.5677382349967957
10,0.5581000447273254
11,0.5456618666648865
12,0.5299328565597534
13,0.510623574256897
14,0.48798173666000366
15,0.4625312387943268
16,0.43558910489082336
17,0.40868616104125977
18,0.38342711329460144
19,0.36087915301322937
20,0.34167206287384033
21,0.32561326026916504
22,0.31236839294433594
23,0.3013042211532593
24,0.29189544916152954
25,0.28377681970596313
26,0.2765876054763794
27,0.2701410949230194
28,0.2642740309238434
29,0.25887373089790344
30,0.25387561321258545
31,0.2492048144340515
32,0.24483110010623932
33,0.24070870876312256
34,0.23682504892349243
35,0.23313254117965698
36,0.22964100539684296
37,0.2263062447309494
38,0.22312843799591064
39,0.22008578479290009
40,0.21716681122779846
41,0.214371919631958
42,0.21168914437294006
43,0.20911291241645813
44,0.20663882791996002
45,0.20425239205360413
46,0.2019481211900711
47,0.1997329294681549
48,0.19758707284927368
49,0.19551822543144226
50,0.19352054595947266
51,0.191585972905159
52,0.18971796333789825
53,0.18790121376514435
54,0.18614515662193298
55,0.1844385266304016
56,0.1827791929244995
57,0.18116985261440277
58,0.17961065471172333
59,0.1780964881181717
60,0.17662331461906433
61,0.1751958280801773
62,0.17380163073539734
63,0.17244310677051544
64,0.17112396657466888
65,0.16983500123023987
66,0.16858217120170593
67,0.167364701628685
68,0.1661723107099533
69,0.16501574218273163
70,0.1638776957988739
71,0.1627712845802307
72,0.16168621182441711
73,0.16062548756599426
74,0.15959441661834717
75,0.1585865169763565
76,0.15759974718093872
77,0.15663239359855652
78,0.15568719804286957
79,0.15476301312446594
80,0.15385860204696655
81,0.15296924114227295
82,0.15210241079330444
83,0.15125012397766113
84,0.1504129320383072
85,0.14959178864955902
86,0.14879071712493896
87,0.14800135791301727
88,0.14722886681556702
89,0.1464703530073166
90,0.14572516083717346
91,0.14499059319496155
92,0.14427118003368378
93,0.14356465637683868
94,0.14287276566028595
95,0.14219078421592712
96,0.14151862263679504
97,0.1408582329750061
98,0.140207439661026
99,0.13956813514232635
100,0.13893663883209229
101,0.13831962645053864
102,0.1377134472131729
103,0.13711196184158325
104,0.136522114276886
105,0.13594399392604828
106,0.13537122309207916
107,0.13480450212955475
108,0.13424982130527496
109,0.13370566070079803
110,0.13316476345062256
111,0.13263557851314545
112,0.13211199641227722
113,0.13159285485744476
114,0.13108345866203308
115,0.1305808424949646
116,0.13008542358875275
117,0.12959660589694977
118,0.12911202013492584
119,0.12863662838935852
120,0.12816543877124786
121,0.1277034878730774
122,0.12724843621253967
123,0.12680035829544067
124,0.1263544261455536
125,0.12591402232646942
126,0.12547516822814941
127,0.12504231929779053
128,0.12462034076452255
129,0.12420208007097244
130,0.12379137426614761
131,0.12338029593229294
132,0.1229749396443367
133,0.12257470190525055
134,0.12218309193849564
135,0.12179187685251236
136,0.1214054524898529
137,0.12102317810058594
138,0.12064503133296967
139,0.12026909738779068
140,0.11989817768335342
141,0.1195320188999176
142,0.11917001008987427
143,0.11881312727928162
144,0.11845984309911728
145,0.11811145395040512
146,0.11776337027549744
147,0.11742088943719864
148,0.11708087474107742
149,0.1167462021112442
150,0.11641549319028854
151,0.11608551442623138
152,0.11575859785079956
153,0.11543650180101395
154,0.11511803418397903
155,0.11480200290679932
156,0.11448996514081955
157,0.11418229341506958
158,0.11387737095355988
159,0.11357671022415161
160,0.11327211558818817
161,0.11297028511762619
162,0.11267588287591934
163,0.11238309741020203
164,0.11209314316511154
165,0.11180590838193893
166,0.11151953041553497
167,0.11124042421579361
168,0.11095905303955078
169,0.11067981272935867
170,0.11040711402893066
171,0.11013130098581314
172,0.10986043512821198
173,0.1095922663807869
174,0.10932755470275879
175,0.10906160622835159
176,0.10880047082901001
177,0.1085415780544281
178,0.1082850992679596
179,0.1080331802368164
180,0.1077793538570404
181,0.10752999782562256
182,0.10727844387292862
183,0.10703247785568237
184,0.10678792744874954
185,0.10654481500387192
186,0.10630232840776443
187,0.10606452077627182
188,0.10582522302865982
189,0.105589359998703
190,0.10535581409931183
191,0.10512455552816391
192,0.10489390045404434
193,0.10466442257165909
194,0.10443563014268875
195,0.10421068966388702
196,0.1039879098534584
197,0.10376445204019547
198,0.1035432368516922
199,0.10332506895065308
200,0.10310851782560349
201,0.10289110988378525
202,0.10267672687768936
203,0.10246426612138748
204,0.10225304216146469
205,0.10204380750656128
206,0.10183355212211609
207,0.10162613540887833
208,0.10141986608505249
209,0.10121454298496246
210,0.10101023316383362
211,0.10080960392951965
212,0.10060632973909378
213,0.10040547698736191
214,0.10021044313907623
215,0.10001252591609955
216,0.09981592744588852
