batch_idx,batch_mse
1,0.6000640988349915
2,0.593600869178772
3,0.5998727083206177
4,0.5974191427230835
5,0.5900829434394836
6,0.5954856872558594
7,0.5922010540962219
8,0.6039476990699768
9,0.5917184352874756
10,0.5771124362945557
11,0.5766432285308838
12,0.6046249270439148
13,0.5996136665344238
14,0.5808376669883728
15,0.5921802520751953
16,0.5920184850692749
17,0.5920016765594482
18,0.6152293086051941
19,0.589853048324585
20,0.6018991470336914
21,0.5943868160247803
22,0.5823472738265991
23,0.6088882088661194
24,0.6035097241401672
25,0.593765139579773
26,0.6120844483375549
27,0.6059802174568176
28,0.6016189455986023
29,0.5823595523834229
30,0.5814034938812256
31,0.5933866500854492
32,0.6036561727523804
33,0.603030264377594
34,0.5879369974136353
35,0.5955004096031189
36,0.6024619340896606
37,0.6141197681427002
38,0.6064127683639526
39,0.6101913452148438
40,0.5956141352653503
41,0.5934435129165649
42,0.6024245023727417
43,0.6127598285675049
44,0.593845546245575
45,0.5809760093688965
46,0.6011370420455933
47,0.5942209959030151
48,0.5933241844177246
49,0.5887632369995117
50,0.5933584570884705
51,0.5818933844566345
52,0.6026134490966797
53,0.6086505055427551
54,0.5937283635139465
55,0.5810010433197021
56,0.6067456007003784
57,0.6128323078155518
58,0.6091745495796204
59,0.5821679830551147
60,0.5988397598266602
61,0.5905958414077759
62,0.6008707880973816
63,0.5814244747161865
64,0.6009319424629211
65,0.6126337647438049
66,0.5807458758354187
67,0.5933317542076111
68,0.5990617275238037
69,0.6013984680175781
70,0.603478193283081
71,0.5795846581459045
72,0.5919892191886902
73,0.5833208560943604
74,0.5980988144874573
75,0.5768680572509766
76,0.599219799041748
77,0.5862820148468018
78,0.5798189640045166
79,0.6066921949386597
80,0.5872328281402588
81,0.599238395690918
82,0.5779217481613159
83,0.5912635326385498
84,0.5943844318389893
85,0.6031813025474548
86,0.6055317521095276
87,0.5866247415542603
88,0.5844295620918274
89,0.6047215461730957
90,0.5867228507995605
91,0.5924926996231079
92,0.5803090333938599
93,0.5836340188980103
94,0.5920252203941345
95,0.6143877506256104
96,0.6098452806472778
97,0.6049628853797913
98,0.591193437576294
99,0.6046407222747803
100,0.6032154560089111
101,0.5917655229568481
102,0.6065648794174194
103,0.5929434299468994
104,0.6110425591468811
105,0.6080822944641113
106,0.5724539160728455
107,0.5903330445289612
108,0.6000298261642456
109,0.586365818977356
110,0.5698997378349304
111,0.598594069480896
112,0.6018673777580261
113,0.5871111750602722
114,0.5908939838409424
115,0.5890895128250122
116,0.611994206905365
117,0.5821822881698608
118,0.5865878462791443
119,0.6033777594566345
120,0.5986588597297668
121,0.6123486757278442
122,0.5816916227340698
123,0.582343339920044
124,0.5921140909194946
125,0.6053800582885742
126,0.6009957790374756
127,0.5994315147399902
128,0.5995548367500305
