batch_idx,batch_mse
1,0.5931520462036133
2,0.5871371626853943
3,0.583832859992981
4,0.6044930219650269
5,0.598120391368866
6,0.5999158024787903
7,0.5845584869384766
8,0.5929073095321655
9,0.5932598114013672
10,0.580962061882019
11,0.5751696228981018
12,0.5916999578475952
13,0.5894851684570312
14,0.5955235362052917
15,0.5972546935081482
16,0.590522289276123
17,0.6065800189971924
18,0.5983853340148926
19,0.5810835957527161
20,0.5866731405258179
21,0.6195719242095947
22,0.5983618497848511
23,0.5938537120819092
24,0.5855897068977356
25,0.5943377017974854
26,0.5802076458930969
27,0.5985466241836548
28,0.5881379842758179
29,0.5932229161262512
30,0.6081598997116089
31,0.5856694579124451
32,0.6023056507110596
33,0.600466787815094
34,0.5997400879859924
35,0.5987361669540405
36,0.6123095154762268
37,0.5952695608139038
38,0.574355959892273
39,0.5885488390922546
40,0.6085184812545776
41,0.5931599140167236
42,0.5942589044570923
43,0.5924674272537231
44,0.5877180099487305
45,0.5754498243331909
46,0.5892601013183594
47,0.5778219699859619
48,0.5939102172851562
49,0.5986771583557129
50,0.5921609997749329
51,0.5896562337875366
52,0.5928555727005005
53,0.5858992338180542
54,0.6139707565307617
55,0.5981060266494751
56,0.590625524520874
57,0.5863815546035767
58,0.5840871334075928
59,0.581027626991272
60,0.5907519459724426
61,0.6023007035255432
62,0.5858473777770996
63,0.6170544624328613
64,0.6148406267166138
65,0.601212203502655
66,0.6088469624519348
67,0.6075345277786255
68,0.5988183617591858
69,0.5951982736587524
70,0.5991945862770081
71,0.6091535687446594
72,0.597369909286499
73,0.5920892357826233
74,0.6053382158279419
75,0.5878845453262329
76,0.5924298167228699
77,0.5758869647979736
78,0.6084743142127991
79,0.591915488243103
80,0.5973177552223206
81,0.6027504205703735
82,0.5915650129318237
83,0.5983986854553223
84,0.5996670126914978
85,0.6011305451393127
86,0.5988278388977051
87,0.6123048663139343
88,0.5877082347869873
89,0.5905762910842896
90,0.5918867588043213
91,0.5907344222068787
92,0.5963665843009949
93,0.6062632203102112
94,0.6044353246688843
95,0.5960173606872559
96,0.5901859998703003
97,0.6130837202072144
98,0.5919342041015625
99,0.5822491645812988
100,0.592217206954956
101,0.6019716858863831
102,0.5932658910751343
103,0.6033568382263184
104,0.5849120616912842
105,0.6036430597305298
106,0.6001479625701904
107,0.598354160785675
108,0.5807475447654724
109,0.579465389251709
110,0.5859912633895874
111,0.5889674425125122
112,0.5829954147338867
113,0.6086961030960083
114,0.6061444282531738
115,0.5926735401153564
116,0.5775508284568787
117,0.5906707048416138
118,0.6031001806259155
119,0.6135950088500977
120,0.5832237601280212
121,0.5748196840286255
122,0.5735509991645813
123,0.5842555165290833
124,0.5867542028427124
125,0.5894038677215576
126,0.5939664244651794
127,0.6014877557754517
128,0.590273380279541
129,0.6063616275787354
130,0.5911718606948853
131,0.6055444478988647
132,0.590559720993042
133,0.6066722273826599
134,0.5947563648223877
135,0.5981114506721497
136,0.6015467643737793
137,0.592024028301239
138,0.6034947633743286
139,0.5753492712974548
140,0.6054227352142334
141,0.600841224193573
142,0.5980485677719116
143,0.5904686450958252
144,0.5940374135971069
145,0.6079806089401245
146,0.5960884690284729
147,0.5914943218231201
148,0.6121165156364441
149,0.6043736338615417
150,0.5901727080345154
151,0.6074458956718445
152,0.5942646265029907
153,0.5782602429389954
154,0.605044424533844
155,0.58989417552948
156,0.5890334248542786
157,0.5910871624946594
158,0.5798388123512268
159,0.5905402302742004
160,0.5833434462547302
161,0.586501955986023
162,0.5826554298400879
163,0.6101468205451965
164,0.6171704530715942
165,0.5919814109802246
166,0.6041420698165894
167,0.5844186544418335
168,0.6074131727218628
169,0.5842400789260864
170,0.6002101898193359
171,0.6011858582496643
172,0.5880724191665649
173,0.5930408239364624
174,0.5877766609191895
175,0.5859262347221375
176,0.5814820528030396
177,0.6057578325271606
178,0.5952070355415344
179,0.5832489728927612
180,0.5989438891410828
181,0.5970445871353149
182,0.6001074314117432
183,0.5933716893196106
184,0.5828895568847656
185,0.5860534906387329
186,0.5894260406494141
187,0.5851009488105774
188,0.598469078540802
189,0.590061604976654
190,0.5817614197731018
191,0.593293309211731
192,0.5987631678581238
193,0.585494875907898
194,0.6006529927253723
195,0.5761586427688599
196,0.5981982350349426
197,0.5820766687393188
198,0.5937515497207642
199,0.6232497692108154
200,0.602400541305542
201,0.5899577140808105
202,0.5808802843093872
203,0.6012858152389526
204,0.575883686542511
205,0.5869504809379578
206,0.5828772783279419
207,0.5902751684188843
208,0.5877752304077148
209,0.5927438735961914
210,0.5927079916000366
211,0.598979115486145
212,0.6099423766136169
213,0.57021164894104
214,0.5862843990325928
215,0.569638729095459
216,0.5995979905128479
217,0.5831621289253235
218,0.6172895431518555
219,0.5855650305747986
220,0.5876282453536987
221,0.5801990032196045
222,0.5939874649047852
223,0.5858355760574341
224,0.5855693817138672
225,0.5768522620201111
226,0.614829421043396
227,0.5867857336997986
228,0.5837187767028809
229,0.5910981893539429
230,0.5950101613998413
231,0.5672006011009216
232,0.5879535675048828
233,0.5945942997932434
234,0.604444146156311
235,0.5868341326713562
236,0.5964072942733765
237,0.608637273311615
238,0.5840141773223877
239,0.5923340320587158
240,0.5805184841156006
241,0.579447865486145
242,0.5886061191558838
243,0.6094095706939697
244,0.5890305638313293
245,0.583723783493042
246,0.5970905423164368
247,0.5787924528121948
248,0.6023523807525635
249,0.5975214838981628
250,0.585057258605957
251,0.594419002532959
252,0.5849915742874146
253,0.6121129989624023
254,0.5792568922042847
255,0.6021641492843628
256,0.5836415886878967
257,0.597442090511322
258,0.5850340127944946
259,0.5729470252990723
260,0.5909921526908875
261,0.5677390098571777
262,0.582341194152832
263,0.6033629775047302
264,0.6016220450401306
265,0.5799961090087891
266,0.5818204283714294
267,0.593553900718689
268,0.6047564744949341
269,0.5927236080169678
270,0.5957546234130859
271,0.5817698836326599
272,0.5959882736206055
273,0.6004552841186523
274,0.6071027517318726
275,0.5819648504257202
276,0.587008535861969
277,0.5893832445144653
278,0.6152962446212769
279,0.5987626910209656
280,0.5958448052406311
281,0.5965003371238708
282,0.5950667262077332
283,0.5949675440788269
284,0.5870410799980164
285,0.599779486656189
286,0.5861382484436035
